AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU45_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c
0.0,0.0,0.59,0.0,0.14,0.0,0.44,1.03,0.87,0.04,0.28,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.89,0.0,0.2,0.0,1.08,2.0,1.76,0.16,0.61,0.0,0.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.31,0.0,0.06,0.0,0.64,0.98,0.89,0.12,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.71,0.0,0.06,0.0,1.22,1.78,1.63,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4,0.0,0.0,0.0,0.57,0.8,0.74,0.13,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.89,0.0,0.0,0.0,1.01,1.47,1.37,0.28,0.78,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.48,0.0,0.0,0.0,0.44,0.66,0.62,0.15,0.36,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.99,0.0,0.0,0.12,1.07,1.0,0.96,0.41,0.77,0.0,0.94,0.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.08,0.0,0.51,0.0,0.0,0.12,0.63,0.34,0.34,0.26,0.41,0.0,0.86,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28,0.0,1.0,0.11,0.0,0.3,1.12,0.43,0.5,0.41,0.99,0.0,1.87,1.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2,0.0,0.49,0.11,0.0,0.18,0.49,0.1,0.17,0.16,0.58,0.0,1.01,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.89,0.18,0.0,0.38,0.86,0.11,0.65,0.2,1.14,0.0,2.03,1.59,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.25,0.0,0.4,0.07,0.0,0.2,0.37,0.01,0.48,0.04,0.57,0.0,1.02,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.69,0.0,0.82,0.19,0.0,0.44,0.7,0.05,1.09,0.04,1.14,0.0,2.05,1.65,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.44,0.0,0.42,0.13,0.0,0.24,0.33,0.04,0.6,0.0,0.57,0.0,1.03,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.82,0.0,0.86,0.23,0.0,0.48,0.75,0.07,1.3,0.0,1.2,0.0,2.0,1.42,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.38,0.0,0.44,0.1,0.0,0.24,0.42,0.03,0.7,0.0,0.63,0.0,0.97,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.93,0.22,0.0,0.49,0.74,0.03,1.43,0.0,1.31,0.0,1.96,1.24,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.17,0.0,0.5,0.12,0.0,0.25,0.32,0.0,0.73,0.0,0.68,0.0,0.99,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.16,0.19,0.0,0.46,0.6,0.0,1.53,0.07,1.4,0.0,1.91,1.18,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.33,0.0,0.66,0.07,0.0,0.21,0.29,0.0,0.8,0.07,0.72,0.0,0.92,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72,0.0,1.32,0.19,0.0,0.44,0.52,0.0,1.58,0.09,1.34,0.0,1.65,1.08,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.4,0.0,0.66,0.12,0.0,0.23,0.24,0.0,0.78,0.02,0.61,0.0,0.73,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.79,0.0,1.21,0.12,0.0,0.51,0.58,0.0,1.56,0.11,1.18,0.0,1.37,0.97,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.4,0.0,0.55,0.0,0.0,0.27,0.34,0.0,0.78,0.09,0.57,0.0,0.64,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.78,0.0,1.12,0.0,0.0,0.59,0.71,0.0,1.69,0.42,1.06,0.0,1.46,0.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.38,0.0,0.57,0.0,0.0,0.32,0.37,0.0,0.91,0.33,0.49,0.0,0.82,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.69,0.0,1.16,0.14,0.0,0.72,0.69,0.0,1.81,0.74,1.14,0.0,1.51,0.66,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.3,0.0,0.59,0.14,0.0,0.4,0.32,0.0,0.9,0.41,0.65,0.0,0.69,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.61,0.0,1.35,0.33,0.0,0.89,0.56,0.0,1.8,0.58,1.3,0.0,1.15,0.77,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.3,0.0,0.76,0.19,0.0,0.48,0.24,0.0,0.9,0.17,0.65,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,1.58,0.39,0.0,0.91,0.5,0.0,1.85,0.4,1.29,0.0,0.96,0.79,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.34,0.0,0.82,0.2,0.0,0.43,0.26,0.0,0.95,0.23,0.65,0.0,0.5,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66,0.0,1.61,0.34,0.0,1.04,0.51,0.0,1.8,0.46,1.34,0.03,0.87,0.58,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.31,0.0,0.79,0.14,0.0,0.62,0.24,0.0,0.85,0.23,0.69,0.03,0.37,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.0,1.43,0.26,0.0,1.32,0.31,0.0,1.55,0.63,1.3,0.03,0.79,0.49,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.64,0.12,0.0,0.71,0.07,0.0,0.7,0.39,0.61,0.0,0.42,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.24,0.26,0.0,1.64,0.08,0.0,1.22,0.77,1.07,0.0,0.92,0.52,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.59,0.14,0.0,0.93,0.01,0.0,0.52,0.38,0.46,0.0,0.5,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.24,0.26,0.0,2.25,0.01,0.0,0.52,0.76,1.93,0.03,0.5,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.64,0.12,0.0,1.32,0.0,0.0,0.0,0.38,1.48,0.03,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.64,0.12,0.0,1.32,0.0,0.0,0.0,0.38,1.48,0.03,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.83,0.0,0.0,1.34,0.0,0.0,0.0,0.38,1.41,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.83,0.0,0.0,1.34,0.0,0.0,0.0,0.38,1.41,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.83,0.0,0.0,1.34,0.0,0.0,0.0,0.38,1.41,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.36,0.0,0.0,0.22,0.0,0.0,0.24,0.0,0.47,0.1,0.08,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.95,0.0,0.0,0.78,0.0,0.0,0.48,0.0,1.1,0.19,0.43,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.42,0.0,0.0,1.45,0.0,0.0,0.61,0.0,1.8,0.19,0.84,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.57,0.0,0.0,2.05,0.0,0.0,0.52,0.0,2.03,0.09,1.12,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.59,0.0,0.0,2.29,0.0,0.0,0.44,0.0,2.18,0.0,1.14,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.59,0.0,0.0,2.51,0.0,0.0,0.51,0.0,2.37,0.0,1.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.48,0.0,0.0,2.52,0.06,0.0,0.42,0.0,2.56,0.0,0.91,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.24,0.0,0.0,2.59,0.09,0.0,0.36,0.0,2.68,0.0,0.73,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.21,0.0,0.0,2.56,0.28,0.0,0.28,0.0,2.72,0.0,0.67,2.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.38,0.0,0.0,2.63,0.33,0.0,0.35,0.0,2.81,0.0,0.53,2.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.56,0.0,0.0,2.72,0.39,0.0,0.37,0.0,2.84,0.0,0.49,2.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.65,0.0,0.0,2.82,0.23,0.0,0.4,0.0,2.9,0.0,0.42,2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.55,0.0,0.0,2.9,0.19,0.0,0.31,0.0,2.94,0.0,0.42,2.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.52,0.0,0.0,2.89,0.15,0.0,0.2,0.0,3.02,0.0,0.41,2.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.54,0.0,0.0,2.9,0.18,0.0,0.05,0.0,3.0,0.0,0.39,2.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.5,0.0,0.0,2.79,0.19,0.0,0.0,0.0,2.94,0.0,0.41,2.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.54,0.0,0.0,2.76,0.16,0.0,0.0,0.0,2.89,0.0,0.34,2.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.52,0.0,0.0,2.74,0.12,0.0,0.0,0.0,2.97,0.0,0.35,2.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.61,0.0,0.0,2.79,0.04,0.0,0.0,0.0,3.05,0.0,0.3,2.48,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.58,0.0,0.0,2.76,0.02,0.0,0.0,0.0,3.13,0.0,0.35,2.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.63,0.0,0.0,2.68,0.0,0.0,0.0,0.02,3.12,0.0,0.41,2.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.68,0.0,0.0,2.69,0.0,0.0,0.0,0.03,3.08,0.0,0.4,2.68,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.76,0.0,0.0,2.72,0.0,0.0,0.0,0.12,3.05,0.0,0.39,2.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.71,0.0,0.0,2.75,0.0,0.0,0.0,0.14,3.06,0.0,0.28,2.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.69,0.05,0.0,2.67,0.0,0.0,0.0,0.19,3.07,0.0,0.21,2.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.53,0.05,0.0,2.55,0.0,0.0,0.0,0.17,3.05,0.0,0.1,2.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.53,0.05,0.0,2.45,0.0,0.0,0.0,0.12,3.02,0.0,0.03,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.57,0.0,0.0,2.36,0.0,0.0,0.0,0.07,3.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.59,0.0,0.0,2.24,0.0,0.0,0.0,0.0,3.19,0.0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.55,0.01,0.0,2.14,0.0,0.0,0.0,0.0,3.21,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.49,0.01,0.0,2.06,0.0,0.0,0.0,0.0,3.21,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.6,0.01,0.0,2.13,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.71,0.0,0.0,2.16,0.0,0.0,0.0,0.0,3.43,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.8,0.0,0.0,2.21,0.0,0.0,0.08,0.0,3.65,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.8,0.0,0.0,2.18,0.0,0.0,0.16,0.0,3.73,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.99,0.0,0.0,2.16,0.0,0.0,0.32,0.0,3.85,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.12,0.0,0.0,2.09,0.0,0.0,0.39,0.0,3.88,0.0,0.0,3.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.21,0.0,0.0,1.91,0.0,0.0,0.38,0.0,3.99,0.0,0.0,3.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.19,0.0,0.0,1.76,0.0,0.0,0.33,0.0,4.01,0.0,0.0,3.42,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.21,0.0,0.0,1.59,0.0,0.0,0.25,0.0,3.99,0.0,0.0,3.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.24,0.06,0.0,1.51,0.0,0.0,0.19,0.0,3.97,0.0,0.0,3.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.11,0.06,0.0,1.34,0.0,0.0,0.21,0.0,4.12,0.0,0.0,3.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.84,0.07,0.0,1.23,0.0,0.0,0.14,0.0,4.16,0.0,0.0,3.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.68,0.0,0.0,1.17,0.0,0.0,0.13,0.0,4.12,0.0,0.0,3.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.7,0.0,0.0,1.07,0.0,0.0,0.0,0.0,3.91,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.87,0.0,0.0,0.84,0.0,0.0,0.0,0.0,3.77,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.92,0.03,0.0,0.66,0.0,0.0,0.0,0.0,3.79,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.72,0.03,0.0,0.4,0.0,0.0,0.0,0.02,3.91,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.43,0.03,0.0,0.24,0.0,0.0,0.0,0.02,4.06,0.0,0.0,2.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,4.0,0.0,0.0,2.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.99,0.0,0.0,2.57,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.93,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.02,0.0,0.0,2.08,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,2.02,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,1.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.06,0.13,0.0,0.0,0.0,0.0,0.08,0.0,3.88,0.0,0.0,1.98,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.12,0.0,3.77,0.0,0.0,1.84,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.12,0.0,3.73,0.0,0.0,1.84,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.08,0.44,0.0,0.45,0.12,0.04,0.79,2.75,0.44,0.22,1.36,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.88,0.0,0.85,0.25,0.0,1.59,1.87,0.75,0.56,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.27,0.0,1.3,0.43,0.23,2.01,0.91,0.96,0.96,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01,0.0,1.21,0.0,1.32,0.45,0.51,1.91,0.93,0.58,0.85,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01,0.0,0.98,0.0,1.24,0.31,0.75,1.79,1.13,0.5,0.61,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.03,0.0,0.77,0.0,1.03,0.14,0.51,1.99,1.58,0.82,0.27,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.09,0.0,0.56,0.0,0.97,0.0,0.24,2.24,1.95,1.18,0.17,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.0,0.51,0.0,1.0,0.0,0.1,2.32,2.06,1.42,0.07,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.0,0.44,0.0,1.1,0.0,0.1,2.43,1.98,1.32,0.18,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.06,0.0,0.39,0.0,1.2,0.0,0.12,2.14,1.94,1.15,0.18,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.07,0.0,0.31,0.0,1.22,0.0,0.02,1.9,2.03,1.07,0.18,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.06,0.0,0.28,0.0,1.21,0.0,0.02,1.69,2.15,1.14,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.08,0.0,0.28,0.0,1.23,0.0,0.0,1.51,2.24,1.35,0.12,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.07,0.0,0.34,0.0,1.33,0.0,0.12,1.65,2.28,1.44,0.15,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.05,0.0,0.4,0.0,1.36,0.0,0.12,2.16,2.1,1.21,0.15,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.04,0.0,0.38,0.0,1.23,0.0,0.12,2.51,1.96,1.01,0.03,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.02,0.0,0.26,0.0,1.06,0.0,0.0,2.91,1.85,0.84,0.0,1.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.08,0.0,0.12,0.0,1.04,0.0,0.0,2.59,1.93,0.77,0.0,1.38,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.13,0.0,0.03,0.0,0.99,0.0,0.0,2.66,1.95,0.91,0.0,1.58,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.19,0.0,0.03,0.0,0.98,0.0,0.0,2.52,2.06,1.21,0.0,1.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.2,0.0,0.03,0.0,1.07,0.0,0.0,2.93,2.31,1.47,0.0,1.83,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.21,0.0,0.03,0.05,1.1,0.0,0.0,2.64,2.53,1.55,0.0,1.93,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.21,0.0,0.0,0.08,1.1,0.0,0.0,2.39,2.52,1.58,0.0,1.86,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.17,0.0,0.0,0.12,0.97,0.0,0.0,1.83,2.36,1.69,0.0,1.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.21,0.0,0.06,0.15,1.04,0.0,0.0,1.93,2.28,2.01,0.0,1.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.17,0.0,0.06,0.19,1.19,0.0,0.0,1.84,2.27,1.77,0.0,1.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.2,0.0,0.06,0.18,1.1,0.0,0.0,1.83,2.26,1.57,0.0,1.93,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.16,0.0,0.0,0.12,1.02,0.0,0.0,1.94,2.2,1.37,0.0,1.93,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.13,0.0,0.0,0.11,0.91,0.0,0.0,2.19,2.18,1.55,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.07,0.0,0.0,0.08,0.94,0.0,0.0,2.52,2.2,1.69,0.0,1.91,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.01,0.0,0.0,0.06,0.87,0.0,0.0,2.42,2.13,1.63,0.0,1.77,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,2.36,2.17,1.54,0.0,1.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,2.26,2.2,1.46,0.0,1.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,2.48,2.28,1.36,0.0,1.86,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.02,0.0,0.96,0.0,0.0,2.49,2.12,1.28,0.0,1.79,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.05,0.0,0.93,0.0,0.08,2.44,1.92,1.15,0.0,1.78,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.08,0.0,0.89,0.0,0.08,2.22,1.75,1.02,0.0,1.94,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.06,0.0,0.06,0.0,0.87,0.0,0.08,1.98,1.74,0.85,0.0,2.08,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.06,0.0,0.03,0.0,0.91,0.0,0.0,1.74,1.81,0.74,0.0,2.32,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.06,0.0,0.0,0.0,0.96,0.0,0.0,1.52,1.94,0.85,0.0,2.27,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,1.39,2.12,0.8,0.0,2.42,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.14,1.79,2.11,0.93,0.0,2.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.1,0.0,0.0,0.0,1.01,0.0,0.16,1.76,2.1,0.81,0.0,2.24,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.11,0.0,0.0,0.0,0.93,0.0,0.23,1.81,1.98,0.85,0.0,2.24,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.11,0.0,0.0,0.0,0.94,0.0,0.09,1.39,1.95,0.89,0.0,2.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.01,0.0,0.0,0.0,0.9,0.0,0.07,1.53,1.91,0.97,0.0,2.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,1.59,2.08,1.11,0.0,2.33,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.06,0.0,1.01,0.0,0.04,1.82,2.24,1.29,0.0,2.31,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.14,0.0,1.01,0.0,0.04,2.13,2.37,1.22,0.0,2.31,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.16,0.0,1.05,0.0,0.1,2.05,2.37,1.26,0.0,2.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.05,0.0,0.1,0.0,0.98,0.0,0.12,2.01,2.3,1.13,0.0,2.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.05,0.0,0.02,0.0,1.0,0.0,0.11,1.86,2.24,1.35,0.0,2.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0
