frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
348,0,13.88,0.03,0,0.4,0.0,0.55,0.0,0.0,0.06,0.27,0.34,0.0,0.78,0.09,0.57,0.0,0.0,0.64,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,0,13.92,0.03,0,0.78,0.0,1.12,0.0,0.0,0.06,0.59,0.71,0.0,1.69,0.42,1.06,0.0,0.08,1.46,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
350,0,13.96,0.03,0,0.38,0.0,0.57,0.0,0.0,0.0,0.32,0.37,0.0,0.91,0.33,0.49,0.0,0.08,0.82,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,0,14.0,0.03,0,0.69,0.0,1.16,0.14,0.0,0.0,0.72,0.69,0.0,1.81,0.74,1.14,0.0,0.28,1.51,0.66,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
352,0,14.04,0.68,0,0.3,0.0,0.59,0.14,0.0,0.0,0.4,0.32,0.0,0.9,0.41,0.65,0.0,0.2,0.69,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,0,14.08,0.03,0,0.61,0.0,1.35,0.33,0.0,0.0,0.89,0.56,0.0,1.8,0.58,1.3,0.0,0.46,1.15,0.77,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
354,0,14.12,0.03,0,0.3,0.0,0.76,0.19,0.0,0.0,0.48,0.24,0.0,0.9,0.17,0.65,0.0,0.26,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,0,14.16,0.03,0,0.65,0.0,1.58,0.39,0.0,0.06,0.91,0.5,0.0,1.85,0.4,1.29,0.0,0.58,0.96,0.79,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
356,0,14.2,0.03,0,0.34,0.0,0.82,0.2,0.0,0.06,0.43,0.26,0.0,0.95,0.23,0.65,0.0,0.32,0.5,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,0,14.24,0.03,0,0.66,0.0,1.61,0.34,0.0,0.12,1.04,0.51,0.0,1.8,0.46,1.34,0.03,0.5,0.87,0.58,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
358,0,14.28,0.03,0,0.31,0.0,0.79,0.14,0.0,0.06,0.62,0.24,0.0,0.85,0.23,0.69,0.03,0.18,0.37,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,0,14.32,0.03,0,0.32,0.0,1.43,0.26,0.0,0.06,1.32,0.31,0.0,1.55,0.63,1.3,0.03,0.18,0.79,0.49,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
360,0,14.36,0.03,0,0.0,0.0,0.64,0.12,0.0,0.0,0.71,0.07,0.0,0.7,0.39,0.61,0.0,0.0,0.42,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0,14.4,0.03,0,0.0,0.0,1.24,0.26,0.0,0.0,1.64,0.08,0.0,1.22,0.77,1.07,0.0,0.0,0.92,0.52,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
362,0,14.44,0.03,0,0.0,0.0,0.59,0.14,0.0,0.0,0.93,0.01,0.0,0.52,0.38,0.46,0.0,0.0,0.5,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,0,14.48,0.03,0,0.0,0.0,1.24,0.26,0.0,0.0,2.25,0.01,0.0,0.52,0.76,1.93,0.03,0.0,0.5,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,0,14.52,0.08,0,0.0,0.0,0.64,0.12,0.0,0.0,1.32,0.0,0.0,0.0,0.38,1.48,0.03,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,0,14.56,0.03,0,0.0,0.0,0.64,0.12,0.0,0.0,1.32,0.0,0.0,0.0,0.38,1.48,0.03,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,0,14.6,0.68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,0,14.64,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,0,14.68,0.28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,0,14.72,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,0,14.76,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,0,14.8,0.03,0,0.0,0.0,0.83,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.38,1.41,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,0,14.84,0.68,0,0.0,0.0,0.83,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.38,1.41,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,0,14.88,0.03,0,0.0,0.0,0.83,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.38,1.41,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,0,14.92,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,0,14.96,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,0,15.0,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,0,15.04,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,0,15.08,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,0,15.12,0.03,0,0.0,0.0,0.36,0.0,0.0,0.0,0.22,0.0,0.0,0.24,0.0,0.47,0.1,0.14,0.08,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,0,15.16,0.38,1,0.0,0.0,0.95,0.0,0.0,0.0,0.78,0.0,0.0,0.48,0.0,1.1,0.19,0.37,0.43,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
381,0,15.2,0.98,1,0.0,0.0,1.42,0.0,0.0,0.0,1.45,0.0,0.0,0.61,0.0,1.8,0.19,0.54,0.84,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
382,0,15.24,0.98,1,0.0,0.0,1.57,0.0,0.0,0.0,2.05,0.0,0.0,0.52,0.0,2.03,0.09,0.55,1.12,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
383,0,15.28,0.98,1,0.0,0.0,1.59,0.0,0.0,0.0,2.29,0.0,0.0,0.44,0.0,2.18,0.0,0.48,1.14,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
384,0,15.32,0.98,1,0.0,0.0,1.59,0.0,0.0,0.0,2.51,0.0,0.0,0.51,0.0,2.37,0.0,0.45,1.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
385,0,15.36,0.98,1,0.0,0.0,1.48,0.0,0.0,0.0,2.52,0.06,0.0,0.42,0.0,2.56,0.0,0.47,0.91,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
386,0,15.4,0.98,1,0.0,0.0,1.24,0.0,0.0,0.0,2.59,0.09,0.0,0.36,0.0,2.68,0.0,0.49,0.73,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
387,0,15.44,0.98,1,0.0,0.0,1.21,0.0,0.0,0.0,2.56,0.28,0.0,0.28,0.0,2.72,0.0,0.58,0.67,2.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
388,0,15.48,0.98,1,0.0,0.0,1.38,0.0,0.0,0.0,2.63,0.33,0.0,0.35,0.0,2.81,0.0,0.67,0.53,2.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
389,0,15.52,0.88,1,0.0,0.0,1.56,0.0,0.0,0.0,2.72,0.39,0.0,0.37,0.0,2.84,0.0,0.71,0.49,2.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
390,0,15.56,0.88,1,0.0,0.0,1.65,0.0,0.0,0.0,2.82,0.23,0.0,0.4,0.0,2.9,0.0,0.76,0.42,2.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
391,0,15.6,0.88,1,0.0,0.0,1.55,0.0,0.0,0.0,2.9,0.19,0.0,0.31,0.0,2.94,0.0,0.76,0.42,2.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,0,15.64,0.88,1,0.0,0.0,1.52,0.0,0.0,0.0,2.89,0.15,0.0,0.2,0.0,3.02,0.0,0.88,0.41,2.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,0,15.68,0.88,1,0.0,0.0,1.54,0.0,0.0,0.0,2.9,0.18,0.0,0.05,0.0,3.0,0.0,1.01,0.39,2.46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
394,0,15.72,0.88,1,0.0,0.0,1.5,0.0,0.0,0.0,2.79,0.19,0.0,0.0,0.0,2.94,0.0,1.17,0.41,2.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
395,0,15.76,0.88,1,0.0,0.0,1.54,0.0,0.0,0.0,2.76,0.16,0.0,0.0,0.0,2.89,0.0,1.21,0.34,2.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0,15.8,0.88,1,0.0,0.0,1.52,0.0,0.0,0.0,2.74,0.12,0.0,0.0,0.0,2.97,0.0,1.28,0.35,2.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
397,0,15.84,0.88,1,0.0,0.0,1.61,0.0,0.0,0.0,2.79,0.04,0.0,0.0,0.0,3.05,0.0,1.36,0.3,2.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
398,0,15.88,0.88,1,0.0,0.0,1.58,0.0,0.0,0.0,2.76,0.02,0.0,0.0,0.0,3.13,0.0,1.47,0.35,2.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
399,0,15.92,0.98,1,0.0,0.0,1.63,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.02,3.12,0.0,1.54,0.41,2.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0,15.96,0.98,1,0.0,0.0,1.68,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.03,3.08,0.0,1.63,0.4,2.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
401,0,16.0,0.98,1,0.0,0.0,1.76,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.12,3.05,0.0,1.8,0.39,2.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
402,0,16.04,0.98,1,0.0,0.0,1.71,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.14,3.06,0.0,1.95,0.28,2.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
403,0,16.08,0.98,1,0.0,0.0,1.69,0.05,0.0,0.0,2.67,0.0,0.0,0.0,0.19,3.07,0.0,2.19,0.21,2.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
404,0,16.12,0.98,1,0.0,0.0,1.53,0.05,0.0,0.0,2.55,0.0,0.0,0.0,0.17,3.05,0.0,2.41,0.1,2.67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
405,0,16.16,0.98,1,0.0,0.0,1.53,0.05,0.0,0.0,2.45,0.0,0.0,0.0,0.12,3.02,0.0,2.72,0.03,2.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
406,0,16.2,0.98,1,0.0,0.0,1.57,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.07,3.1,0.0,3.08,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
407,0,16.24,0.98,1,0.0,0.0,1.59,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,3.19,0.0,3.52,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0,16.28,0.98,1,0.0,0.0,1.55,0.01,0.0,0.0,2.14,0.0,0.0,0.0,0.0,3.21,0.0,3.83,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
409,0,16.32,0.98,1,0.0,0.0,1.49,0.01,0.0,0.0,2.06,0.0,0.0,0.0,0.0,3.21,0.0,3.95,0.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
410,0,16.36,0.98,1,0.0,0.0,1.6,0.01,0.0,0.0,2.13,0.0,0.0,0.0,0.0,3.3,0.0,3.95,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
411,0,16.4,0.98,1,0.0,0.0,1.71,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,3.43,0.0,3.93,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
412,0,16.44,0.98,1,0.0,0.0,1.8,0.0,0.0,0.0,2.21,0.0,0.0,0.08,0.0,3.65,0.0,3.92,0.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
413,0,16.48,0.98,1,0.0,0.0,1.8,0.0,0.0,0.0,2.18,0.0,0.0,0.16,0.0,3.73,0.0,3.98,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0,16.52,0.88,1,0.0,0.0,1.99,0.0,0.0,0.0,2.16,0.0,0.0,0.32,0.0,3.85,0.0,4.02,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0,16.56,0.88,1,0.0,0.0,2.12,0.0,0.0,0.0,2.09,0.0,0.0,0.39,0.0,3.88,0.0,4.09,0.0,3.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
416,0,16.6,0.88,1,0.0,0.0,2.21,0.0,0.0,0.0,1.91,0.0,0.0,0.38,0.0,3.99,0.0,4.13,0.0,3.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
417,0,16.64,0.88,1,0.0,0.0,2.19,0.0,0.0,0.0,1.76,0.0,0.0,0.33,0.0,4.01,0.0,4.23,0.0,3.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
418,0,16.68,0.88,1,0.0,0.0,2.21,0.0,0.0,0.0,1.59,0.0,0.0,0.25,0.0,3.99,0.0,4.33,0.0,3.46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0,16.72,0.88,1,0.0,0.0,2.24,0.06,0.0,0.0,1.51,0.0,0.0,0.19,0.0,3.97,0.0,4.45,0.0,3.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
420,0,16.76,0.88,1,0.0,0.0,2.11,0.06,0.0,0.0,1.34,0.0,0.0,0.21,0.0,4.12,0.0,4.58,0.0,3.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
421,0,16.8,0.88,1,0.0,0.0,1.84,0.07,0.0,0.0,1.23,0.0,0.0,0.14,0.0,4.16,0.0,4.61,0.0,3.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
422,0,16.84,0.88,1,0.0,0.0,1.68,0.0,0.0,0.0,1.17,0.0,0.0,0.13,0.0,4.12,0.0,4.6,0.0,3.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
423,0,16.88,0.88,1,0.0,0.0,1.7,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,3.91,0.0,4.53,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
424,0,16.92,0.88,1,0.0,0.0,1.87,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,3.77,0.0,4.58,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0,16.96,0.98,1,0.0,0.0,1.92,0.03,0.0,0.0,0.66,0.0,0.0,0.0,0.0,3.79,0.0,4.69,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
426,0,17.0,0.88,1,0.0,0.0,1.72,0.03,0.0,0.0,0.4,0.0,0.0,0.0,0.02,3.91,0.0,4.81,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427,0,17.04,0.88,1,0.0,0.0,1.43,0.03,0.0,0.0,0.24,0.0,0.0,0.0,0.02,4.06,0.0,4.88,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
428,0,17.08,0.88,1,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,4.0,0.0,4.82,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0,17.12,0.88,1,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.99,0.0,4.71,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
430,0,17.16,0.88,1,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.93,0.0,4.47,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
431,0,17.2,0.88,1,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.02,0.0,4.3,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
432,0,17.24,0.88,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,4.13,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
433,0,17.28,0.88,1,0.0,0.0,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,4.04,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
434,0,17.32,0.88,1,0.0,0.0,0.06,0.13,0.0,0.0,0.0,0.0,0.0,0.08,0.0,3.88,0.0,3.99,0.0,1.98,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
435,0,17.36,0.88,1,0.0,0.0,0.0,0.21,0.0,0.01,0.0,0.0,0.0,0.12,0.0,3.77,0.0,4.05,0.0,1.84,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
436,0,17.4,0.88,1,0.0,0.0,0.0,0.12,0.0,0.02,0.0,0.04,0.0,0.12,0.0,3.73,0.0,4.28,0.0,1.84,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
